degree_names,languages,matched_score,institution_count,max_passing_year,gpa,min_experience_requirement,min_age_requirement,extra_curricular,certification,major1_mapped,major2_mapped,job1,job2,job3
Master,,0.316666667,2,2006,,5.0,30.0,0,0,Business Administration,Computer Science,,Software Engineer,
Master,,0.85,3,2017,,3.0,40.0,0,1,Information Systems,Criminal Justice,Business Development Analyst,Business Enterprise Risk Manager,Client Relationship Specialist
Master,,0.333333333,2,2019,,5.0,24.0,1,0,Economics,Economics,Finance Technology Expert,,
Master,,0.85,2,2015,,5.0,,0,1,Computer Science,Computer Science,Instructor,Software Engineer,Software Engineer
Bachelor,,0.85,1,2020,,3.0,25.0,0,0,Computer Science,Undeclared,,,
Bachelor,,0.55,1,2020,,5.0,24.0,0,0,Undeclared,Undeclared,,,
Bachelor,,0.516666667,1,2012,,1.0,22.0,0,0,Electrical Engineering,Undeclared,Computer Engineer,Systems Analyst,
Bachelor,,0.62,1,,,3.0,,0,1,Education,Undeclared,Business Development Director,Account Manager,
Bachelor,,0.783333333,2,1991,3.1,,18.0,0,0,Information Systems,Electrical Engineering,Engineer,,
Bachelor,,0.65,1,2020,,2.0,,0,0,Undeclared,Undeclared,,,
Bachelor,,0.683333333,1,2012,,2.0,25.0,0,0,Electrical Engineering,Undeclared,Computer Engineer,Systems Analyst,
Master,,0.85,3,,,1.0,25.0,0,0,Finance,Business Administration,Accountant,Consultant,Others
Master,,0.65,2,2023,,15.0,52.0,0,0,Computer Science,Computer Science,Technician,Office Assistant,
Bachelor,,0.75,1,2019,,,,1,0,Statistics,Undeclared,Engineer,,
Master,,0.516666667,2,2021,,1.0,,1,0,Computer Science,Computer Science,Instructor,Research Assistant,
Bachelor,,0.683333333,1,2019,,5.0,28.0,1,0,Electrical Engineering,Undeclared,Intern,,
Bachelor,,0.4733333333333333,1,,,,20.0,0,0,Business Administration,Undeclared,Accountant,Accountant,Accountant
Bachelor,,0.783333333,2,2001,,,,0,0,Computer Aided Design,Undeclared,Engineer,Plant Manager,Precision Machinist
Bachelor,,0.683333333,3,,3.472,,,1,1,Undeclared,Chemical Engineering,Software Engineer,Software Engineer,Software Engineer
Master,,0.716666667,3,1993,,1.0,,0,0,Management,Undeclared,,Quality Assurance Specialist,
Bachelor,,0.77,2,1995,,1.0,25.0,0,0,Electrical Engineering,Undeclared,Engineering Specialist,Industrial Electrician,Operator
Bachelor,,0.85,1,2019,,3.0,25.0,1,0,Undeclared,Undeclared,Engineer,,
Bachelor,,0.65,5,2010,,5.0,25.0,0,0,Undeclared,Undeclared,Construction Engineer,Combat Engineer,Combat Engineer
Bachelor,,0.793333333,1,2019,,3.0,25.0,0,0,Undeclared,Undeclared,,,
Bachelor,,0.3499999999999999,2,2016,3.85,1.0,,0,1,Accounting,Accounting,Accountant,Office Manager,Office Manager
Master,,0.8266666666666667,2,,,3.0,40.0,0,0,Business Administration,Accounting,Accountant,Accountant,Church Administrator
Bachelor,,0.65,1,2019,,4.0,,1,0,Electrical Engineering,Undeclared,Engineer,,
Master,,0.716666,3,2011,,5.0,30.0,1,1,Mechanical Engineering,Business Administration,Director,,Vice President
Bachelor,,0.61,1,2019,,2.0,,0,0,Electrical Engineering,Undeclared,Machine Learning Engineer,Machine Learning Engineer,
Bachelor,,0.65,1,,,5.0,30.0,0,1,General Studies,Undeclared,Engineering Technician,Engineering Technician,Technician
Bachelor,,0.35,1,2020,,15.0,52.0,0,0,Civil Engineering,Undeclared,Intern,,
Bachelor,,0.3499999999999999,1,2009,,,20.0,0,0,Accounting,Undeclared,Accountant,Customer Service Specialist,Store Manager
Bachelor,,0.6,1,2019,,3.0,,1,0,Electrical Engineering,Undeclared,Software Engineer,,
Bachelor,,0.65,1,2021,,5.0,28.0,1,0,Undeclared,Undeclared,Software Engineer,,
Master,,0.45,3,,,4.0,,0,1,Finance,Business Administration,Business Development Director,Athletic Coordinator,Patient Relations Specialist
Bachelor,,0.6833333333333332,1,,,2.0,,0,0,Mechanical Engineering,Undeclared,Business Development Director,Account Executive,Account Executive
Bachelor,,0.716666667,2,1991,3.1,5.0,25.0,0,0,Information Systems,Electrical Engineering,Engineer,,
Master,Swahili,0.816666667,5,2011,,5.0,28.0,0,0,Information Technology,Computer Science,,Computer Technician,Software Engineer
Bachelor,,0.65,2,2017,3.1768,1.0,,1,1,General Studies,Aerospace Engineering,Engineer,Tutor,Mechanical Design Engineer
Bachelor,,0.85,1,2009,,5.0,,0,0,Accounting,Undeclared,Accountant,Customer Service Specialist,Store Manager
Master,,0.65,2,2019,,5.0,24.0,1,0,Materials Engineering,Undeclared,Researcher,,
Bachelor,,0.416666667,1,2019,,1.0,22.0,0,0,Electrical Engineering,Undeclared,Medical Analyst,Data Engineer,
PhD,French,0.65,3,2014,,3.0,40.0,1,1,Pharmaceutical Studies,Undeclared,Business Development Director,Buisness Developer,Marketing Analyst
Master,,0.5,3,2014,,5.0,30.0,0,0,Accounting,Accounting,Accountant,Accountant,Accountant
Bachelor,,0.783333333,1,2019,,1.0,,0,0,Computer Science,Undeclared,Data Scientist,,
Bachelor,,0.85,1,2020,,1.0,,1,0,Computer Science,Undeclared,Computer Vision Engineer,,
Bachelor,,0.816666667,3,,,5.0,25.0,0,0,Electronic Technology,Business Administration,Clinical Engineering Manager,Imaging Service Engineer,Imaging Service Engineer
Bachelor,,0.3499999999999999,2,1994,3.41,3.0,,0,1,Accounting,Accounting,Accountant,Resource Advisor,Accountant
Master,Marathi,0.75,2,2011,,,18.0,0,0,Finance,Health Technology,Investment Accountant,,Medical Technician
PhD,,0.65,9,2014,,1.0,,0,0,Undeclared,Undeclared,Engineer,Process Technician,Quality Engineer
Bachelor,,0.543333333,2,1996,,2.0,,0,1,Aerospace Engineering,Undeclared,,,
Bachelor,,0.65,1,2019,,5.0,,0,0,Materials Engineering,Undeclared,Intern,,
Bachelor,,0.65,1,2021,3.91,3.0,,0,0,Computer Science,Undeclared,Mentor,Captain,
Master,,0.85,2,2004,,3.0,,0,0,Information Systems,Computer Science,Engineer,,
Master,,0.3499999999999999,2,,,5.0,,1,1,Accounting,Accounting,Accountant,Accounting Assistant,Stock Clerk
Bachelor,,0.55,1,,,5.0,30.0,1,1,Mechanical Engineering,Undeclared,Mechancial Engineer,System Engineer,
Bachelor,,0.85,1,2019,,3.0,25.0,0,1,Computer Science,Undeclared,,,
PhD,,0.783333333,2,2015,,1.0,25.0,0,0,Computer Science,Undeclared,Engineer,Software Engineer,Software Engineer
Bachelor,,0.85,1,2016,,2.0,,1,0,Economics,Undeclared,Business Development Analyst,Documentation Analyst,Data Analyst
Master,,0.1333333333333333,2,2009,,1.0,25.0,1,0,Accounting,Accounting,Accountant,Accountant,Accountant
Bachelor,,0.35,1,2020,,1.0,25.0,1,0,Undeclared,Undeclared,Data Engineer,,
Bachelor,,0.55,2,2010,,2.0,25.0,0,1,Coaching,Business Administration,Business Development Director,Sales Manager,Account Manager
PhD,,0.716666667,3,,,5.0,24.0,1,1,Information Systems,Information Systems,Project Manager,Founder,Manager
Master,,0.3166666666666666,2,2009,,1.0,,1,0,Accounting,Accounting,Accountant,Accountant,Accountant
Bachelor,,0.65,1,2019,,5.0,30.0,0,0,Statistics,Undeclared,Data Scientist,,
Bachelor,,0.383333333,1,2019,,1.0,,1,0,Data Science,Undeclared,Data Scientist,,
PhD,,0.783333333,3,,,4.0,,1,1,Information Systems,Information Systems,Project Manager,Founder,Manager
Bachelor,,0.35,1,2015,,5.0,24.0,0,0,Computer Science,Undeclared,Computer Technician,,Help Desk Technician
Master,,0.6833333333333332,3,,,2.0,25.0,0,0,Finance,Business Administration,Accountant,Consultant,Others
Bachelor,,0.55,2,2004,4.0,1.0,22.0,0,1,Electrical Engineering,Legal Studies,Engineering Technician,Thermal Technician,Technical Support Specialist
Master,,0.65,3,2010,,2.0,,0,1,Business Administration,Management,Engineering Specialist,Technical Support Specialist,Military Supervisor
Master,,0.85,2,,,2.0,,1,1,Accounting,Accounting,Accountant,Accounting Assistant,Stock Clerk
Master,,0.5499999999999999,2,2008,3.67,5.0,24.0,0,0,Accounting,Accounting,Accountant,Accountant,Accountant
Bachelor,,0.283333333,1,2019,,1.0,25.0,1,0,Electrical Engineering,Undeclared,Analyst,,
Master,Spanish,0.85,2,,,1.0,,0,0,Finance,Finance,,,Others
Master,,0.85,3,2001,,5.0,30.0,0,0,Business Administration,Undeclared,Accountant,Corporate Tax Analyst,Accountant
Bachelor,,0.626666667,1,2019,,2.0,,1,0,Civil Engineering,Undeclared,Financial Analyst,,
Bachelor,,0.716666667,1,2019,,3.0,,1,0,Computer Science,Undeclared,Machine Learning Engineer,Research Assistant,
Master,,0.65,1,2013,,5.0,,0,0,Business Administration,Undeclared,Business Development Director,Solutions Analyst,Product Marketing Specialist
Bachelor,,0.783333333,1,2019,,4.0,,1,0,Computer Science,Undeclared,Machine Learning Engineer,Research Assistant,
Bachelor,,0.65,1,,,,,0,1,Education,Undeclared,Business Development Director,Account Manager,
PhD,,0.816666667,9,2014,,4.0,,0,0,Undeclared,Undeclared,Engineer,Process Technician,Quality Engineer
Bachelor,,0.65,1,2020,,5.0,,1,0,Civil Engineering,Undeclared,Intern,,
Bachelor,,0.716666667,1,2018,,1.0,,1,0,Mechanical Engineering,Undeclared,,,
Master,,0.65,2,2020,,3.0,,0,1,Electrical Engineering,Artificial Intelligence,Development Engineer,,
Bachelor,,0.35,1,2019,,15.0,52.0,1,0,Civil Engineering,Undeclared,Application Development,,
Master,,0.65,2,2019,,2.0,25.0,1,0,Mechanical Engineering,Data Science,Data Analyst,,
Bachelor,,0.5,1,2021,,3.0,,1,0,Electrical Engineering,Undeclared,Systems Engineer,,
Bachelor,,0.75,1,2021,3.4,5.0,25.0,0,0,Computer Science,Undeclared,Technician,Research Assistant,
Bachelor,,0.583333333,1,2020,,,22.0,1,0,Computer Science,Undeclared,Python Developer,,
Master,,0.85,3,2017,4.0,1.0,,0,0,Data Analytics,Environmental Science,,,
Master,,0.45,2,2020,,5.0,,1,0,Undeclared,Undeclared,Intern,,
Master,,0.65,2,2019,,3.0,,1,0,Undeclared,Undeclared,Researcher,,
Master,Spanish,0.85,2,2014,,1.0,,0,1,Accounting,Business Administration,Accountant,,Administrator
Bachelor,,0.85,1,,,4.0,,0,0,Electrical Engineering,Undeclared,Technician,Technician,
Master,Mandarin,0.8266666666666667,2,2012,3.5,15.0,52.0,0,1,Accounting,Business Administration,Accountant,Accountant,
Bachelor,,0.546666667,2,2014,,3.0,,0,0,Undeclared,Undeclared,Engineer,Receptionist,
Bachelor,,0.35,1,2020,,1.0,,1,0,Computer Science,Undeclared,Computer Vision Engineer,,
Master,,0.613333333,2,2019,,1.0,,1,0,Biotechnology,Data Science,Intern,,
Bachelor,,0.783333333,1,2018,,2.0,25.0,1,0,Undeclared,Undeclared,Analyst,,
Bachelor,,0.62,1,2020,,1.0,22.0,1,1,Undeclared,Undeclared,Business Analyst,,
Master,,0.816666667,2,2020,,3.0,,0,1,Statistics,Data Science,Statistical Analyst,,
Bachelor,,0.716666667,1,2018,,3.0,,0,0,Computer Science,Undeclared,Business Analyst,,
Master,,0.783333333,3,2010,3.6,3.0,,1,0,General Studies,Sociology,Engineer,Project Manager,Manufacturing Engineer
Bachelor,,0.683333333,1,2020,,1.0,,0,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.65,1,1996,,5.0,30.0,1,0,Undeclared,Undeclared,,,Others
Bachelor,,0.45,1,,,1.0,,0,1,General Studies,Undeclared,Engineering Technician,Engineering Technician,Technician
Master,,0.5,3,2014,,4.0,,0,0,Accounting,Accounting,Accountant,Accountant,Accountant
Bachelor,,0.55,1,2020,,5.0,30.0,0,0,Civil Engineering,Undeclared,Intern,,
Bachelor,,0.75,1,2020,,4.0,,1,0,Computer Science,Undeclared,Intern,,
Master,Mandarin,0.3499999999999999,2,2010,,5.0,24.0,0,0,Accounting,Accounting,Financial Accountant,Accountant,Accountant
Master,,0.85,2,,,5.0,25.0,0,1,Computer Science,Electrical Engineering,Software Engineer,Software Engineer,Software Engineer
Bachelor,,0.65,1,2019,,1.0,,0,0,Business Administration,Undeclared,Engineering Technician,Consultant,Engineering Technician
Master,,0.8166666666666668,3,2003,4.0,4.0,,0,0,Education,Accounting,Manager,Instructional Designer,Online Course Instructor
Bachelor,,0.416666667,1,2020,,1.0,25.0,1,0,Information Technology,Undeclared,Data Analyst,,
Bachelor,,0.85,1,2019,,,20.0,0,0,Electrical Engineering,Undeclared,Machine Learning Engineer,,
Bachelor,,0.546666667,2,,,2.0,25.0,1,1,Electrical Engineering,Natural Sciences,Engineering Technician,Manufacturing Technician,Research Assistant
Bachelor,,0.7033333333333335,2,2010,,3.0,25.0,1,0,Accounting,Finance,Accountant,Accountant,Accountant
Bachelor,,0.65,1,2021,,,22.0,1,0,Computer Science,Undeclared,Intern,,
Master,,0.65,2,2019,,3.0,,1,0,Commerce,Data Science,Data Analyst,,
Bachelor,,0.716666667,1,2019,,4.0,,0,0,Electrical Engineering,Undeclared,Machine Learning Engineer,,
Bachelor,,0.58,1,2019,,3.0,,1,0,Computer Science,Undeclared,Machine Learning Engineer,,
Bachelor,,0.626666667,1,2021,,1.0,,1,0,Undeclared,Undeclared,Software Engineer,,
Master,,0.85,3,,,,20.0,0,0,Finance,Business Administration,Accountant,Consultant,Others
Bachelor,,0.8166666666666668,2,,,5.0,28.0,0,0,General Studies,Architecture,Accountant,,Owner
Master,,0.75,3,2010,3.6,1.0,25.0,1,0,General Studies,Sociology,Engineer,Project Manager,Manufacturing Engineer
Bachelor,,0.783333333,1,2020,,3.0,,0,0,Undeclared,Undeclared,Data Analyst,,
Bachelor,,0.85,2,2011,,,20.0,0,0,Electrical Engineering,General Studies,Engineering Lab Technician,Engineering Lab Technician,Assembly
Bachelor,,0.816666667,1,2018,,1.0,25.0,0,0,Computer Science,Undeclared,Others,Data Consultant,
Bachelor,,0.65,1,,,,20.0,0,1,Education,Undeclared,Business Development Director,Account Manager,
Master,,0.85,2,2016,0.2788,3.0,,0,0,General Engineering,Chemical Engineering,Engineer,Others,
Master,,0.45,2,2019,,5.0,25.0,0,0,Electrical Engineering,Data Science,Machine Learning Engineer,,
Bachelor,,0.716666667,1,2019,,,22.0,0,1,Computer Science,Undeclared,,,
Bachelor,Arabic,0.75,1,2010,,4.0,,0,0,Accounting,Undeclared,Others,Others,Accountant
Bachelor,,0.65,1,,,3.0,40.0,0,0,Computer Science,Undeclared,,,
Master,,0.3166666666666666,3,2014,,5.0,30.0,0,0,Accounting,Accounting,Accountant,Accountant,Accountant
Bachelor,,0.553333333,1,2020,3.9,,18.0,1,0,Computer Science,Undeclared,Software Engineer,,
Master,,0.416666667,2,2020,,3.0,,1,0,Undeclared,Undeclared,Intern,,
Bachelor,,0.45,1,2020,,1.0,22.0,0,0,Computer Science,Undeclared,,,
Master,,0.53,3,2016,,1.0,,0,0,Electrical Engineering,Electrical Engineering,Engineer,Engineer,Software Engineer
Master,,0.65,2,2020,,3.0,25.0,0,0,Computer Science,Computer Science,Software Engineer,Software Engineer,
Master,,0.6,3,2010,3.6,3.0,40.0,1,0,General Studies,Sociology,Engineer,Project Manager,Manufacturing Engineer
Bachelor,,0.283333333,2,1996,,1.0,22.0,0,1,Aerospace Engineering,Undeclared,,,
Bachelor,,0.35,2,,,5.0,,1,0,Management,Civil Engineering,Engineering Technician,Engineering Technician,Engineering Technician
Bachelor,,0.793333333,3,,,5.0,28.0,0,0,Electronic Technology,Business Administration,Clinical Engineering Manager,Imaging Service Engineer,Imaging Service Engineer
Master,,0.516666667,2,2019,,3.0,25.0,1,0,Economics,Economics,,,
Bachelor,,0.683333333,1,2020,,3.0,,0,0,Computer Science,Undeclared,Project Engineer,,
Bachelor,,0.7833333333333333,1,2006,,,,0,0,Business Administration,Undeclared,Business Development Director,Technology Coordinator,Region Coordinator
Master,,0.65,2,2021,,4.0,,0,1,Computer Science,Computer Science,Intern,,
Bachelor,,0.826666667,1,2020,,,20.0,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.45,1,2019,,1.0,25.0,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.75,1,,,5.0,,1,0,Chemical Engineering,Undeclared,Engineer,Field Engineer,Service Manager
PhD,Hebrew,0.85,2,2008,0.16399999999999998,5.0,,1,0,Computer Science,Computer Science,Intern,Intern,
Bachelor,,0.4466666666666666,1,2008,,5.0,24.0,0,0,Computer Science,Undeclared,Accountant,Accounts Receivable Clerk,Mortgage Underwriter
Bachelor,,0.45,1,2020,,1.0,,0,0,Undeclared,Undeclared,Intern,,
PhD,,0.65,3,2017,3.93,2.0,25.0,0,0,Computer Science,Computer Science,Researcher,Research Assistant,Research Assistant
Master,,0.85,3,2015,,5.0,,0,0,Accounting,Finance,,Accountant,Accounting Clerk
Bachelor,,0.35,1,2019,,5.0,24.0,0,1,Undeclared,Undeclared,Analyst,,
Bachelor,,0.35,1,2020,,2.0,25.0,0,0,Mechanical Engineering,Undeclared,Machine Learning Engineer,,
Bachelor,,0.75,1,,,,18.0,0,0,General Studies,Undeclared,Business Development Consultant,,Sales Representative
Bachelor,,0.683333333,1,2020,,3.0,,1,0,Electrical Engineering,Undeclared,Intern,,
Bachelor,,0.85,1,2010,,3.0,25.0,0,1,Finance,Undeclared,,Accountant,
Bachelor,,0.7799999999999999,2,2014,,3.0,,1,0,Business Administration,Business Administration,Accountant,,
Bachelor,,0.85,1,2020,,3.0,25.0,0,0,Computer Science,Undeclared,Intern,,
Bachelor,Arabic,0.3833333333333333,1,2010,,1.0,22.0,0,0,Accounting,Undeclared,Others,Others,Accountant
Bachelor,,0.316666667,1,2019,,,18.0,1,0,Computer Science,Undeclared,Machine Learning Engineer,,
Master,Swahili,0.85,5,2011,,5.0,25.0,0,0,Information Technology,Computer Science,,Computer Technician,Software Engineer
Master,,0.65,2,2019,,3.0,,0,1,Chemical Engineering,Chemical Engineering,Research Assistant,,
Bachelor,,0.65,1,2019,,1.0,,0,1,Electrical Engineering,Undeclared,Analyst,,
Master,,0.45,2,2020,,2.0,25.0,0,0,Computer Science,Data Analytics,Machine Learning Engineer,,
Bachelor,,0.816666667,1,2019,,,20.0,0,1,Electrical Engineering,Undeclared,,,
Bachelor,,0.433333333,1,2019,,1.0,22.0,0,0,Electrical Engineering,Undeclared,Machine Learning Engineer,,
Master,,0.516666667,2,2019,,5.0,30.0,1,0,Materials Engineering,Undeclared,Researcher,,
PhD,,0.783333333,4,2009,,3.0,,0,0,Computer Science,Computer Science,Researcher,Research Assistant,Research Assistant
Bachelor,,0.75,2,2010,,3.0,,0,1,Coaching,Business Administration,Business Development Director,Sales Manager,Account Manager
Bachelor,,0.76,1,,,2.0,,0,0,Undeclared,Undeclared,Engineer,Engineer,Customer Service Representative
Bachelor,,0.883333333,1,,,3.0,40.0,0,1,Mechanical Engineering,Undeclared,Engineer,,Engineer
Bachelor,,0.683333333,1,,,3.0,,0,0,Undeclared,Undeclared,Engineer,Engineer,Customer Service Representative
Bachelor,,0.7166666666666667,1,2016,,5.0,,1,0,Economics,Undeclared,Business Development Analyst,Documentation Analyst,Data Analyst
Bachelor,,0.783333333,1,,,,18.0,0,0,Communication,Undeclared,Project Manager,Project Manager,Ad Operations Coordinator
Bachelor,,0.683333333,1,2019,,,22.0,1,0,Undeclared,Undeclared,Intern,,
Bachelor,,0.65,1,2019,,3.0,,0,1,Electrical Engineering,Undeclared,Analyst,,
Bachelor,,0.793333333,1,2020,,1.0,25.0,0,0,Undeclared,Undeclared,Data Analyst,,
Bachelor,,0.816666667,1,2019,,,,1,0,Electrical Engineering,Undeclared,Analyst,,
Bachelor,,0.516666667,1,2020,,,18.0,0,0,Electrical Engineering,Undeclared,Machine Learning Engineer,,
Bachelor,,0.816666667,1,2020,,1.0,,0,0,Civil Engineering,Undeclared,Intern,,
Bachelor,,0.826666667,1,2020,,,20.0,0,1,Electrical Engineering,Undeclared,,,
Bachelor,,0.826666667,2,2014,,4.0,,0,1,Electrical Engineering,Electrical Engineering,Engineer,,
Bachelor,,0.38,1,2019,,1.0,25.0,0,1,Information Technology,Undeclared,Machine Learning Engineer,,
Bachelor,,0.7166666666666667,1,2002,,3.0,40.0,1,1,Accounting,Undeclared,Accountant,Accountant,Financial Analyst
Master,,0.85,2,2023,,5.0,,0,0,Computer Science,Computer Science,Technician,Office Assistant,
Bachelor,,0.716666667,1,2020,,4.0,,0,1,Statistics,Undeclared,Analyst,,
Master,,0.85,3,1993,,2.0,,0,0,Management,Undeclared,,Quality Assurance Specialist,
Bachelor,,0.65,2,,,3.0,40.0,1,0,Management,Civil Engineering,Engineering Technician,Engineering Technician,Engineering Technician
Bachelor,,0.85,1,2021,,,20.0,1,0,Computer Science,Undeclared,Intern,,
Bachelor,Spanish,0.7600000000000001,1,2015,,5.0,,1,0,General Studies,Undeclared,Accountant,Intern,Security Officer
Bachelor,,0.35,1,2020,,1.0,22.0,1,0,Electrical Engineering,Undeclared,Systems Engineer,,
Master,,0.583333333,3,2012,,1.0,25.0,1,1,Accounting,Aerospace Engineering,Engineer,Vice President,Program Manager
Bachelor,,0.85,1,2015,,3.0,40.0,0,0,Computer Science,Undeclared,Computer Engineer,Systems Administrator,Help Desk Technician
Bachelor,,0.45,1,2017,,1.0,22.0,0,0,Computer Science,Undeclared,Information Systems Specialist,,Software Engineer
Bachelor,,0.783333333,2,2020,3.98,2.0,,0,0,Undeclared,Undeclared,Engineering Office Clerk,Benefits Clerk,Sales Representative
Bachelor,,0.716666667,1,2019,,3.0,,1,0,Electrical Engineering,Undeclared,Analyst,,
Bachelor,,0.56,1,2019,,,22.0,0,0,Undeclared,Undeclared,,,
Bachelor,,0.76,1,2019,,5.0,,0,0,Electrical Engineering,Undeclared,Data Analyst,,
Bachelor,,0.683333333,1,2019,,5.0,28.0,1,0,Statistics,Undeclared,Engineer,,
PhD,Japanese,0.516666667,3,2023,,,18.0,0,0,Computer Science,Computer Science,Researcher,Software Engineer,Machine Learning Engineer
Bachelor,,0.6666666666666666,1,,,1.0,22.0,0,0,Accounting,Undeclared,Accountant,,
